ags,ort,plz,landkreis,bundesland
13072045,Hohen Demzin,17166,Landkreis Rostock,Mecklenburg-Vorpommern
14626190,Hohendubrau - Wysoka Dubrawa,02906,Landkreis Görlitz,Sachsen
01057029,Hohenfelde,24257,Kreis Plön,Schleswig-Holstein
13072047,Hohenfelde,18209,Landkreis Rostock,Mecklenburg-Vorpommern
13072047,Hohenfelde,18211,Landkreis Rostock,Mecklenburg-Vorpommern
01061041,Hohenfelde,25358,Kreis Steinburg,Schleswig-Holstein
01062033,Hohenfelde,22946,Kreis Stormarn,Schleswig-Holstein
16071032,Hohenfelden,99448,Landkreis Weimarer Land,Thüringen
09373134,Hohenfels,92366,Landkreis Neumarkt in der Oberpfalz,Bayern
08335096,Hohenfels,78355,Landkreis Konstanz,Baden-Württemberg
07233033,Hohenfels-Essingen,54570,Landkreis Vulkaneifel,Rheinland-Pfalz
12060092,Hohenfinow,16248,Landkreis Barnim,Brandenburg
09190129,Hohenfurch,86978,Landkreis Weilheim-Schongau,Bayern
16061048,Hohengandern,37318,Landkreis Eichsfeld,Thüringen
03157002,Hohenhameln,31249,Landkreis Peine,Niedersachsen
01053053,Hohenhorn,21526,Kreis Herzogtum Lauenburg,Schleswig-Holstein
09178133,Hohenkammer,85411,Landkreis Freising,Bayern
13074032,Hohenkirchen,23968,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
09184127,Höhenkirchen-Siegertsbrunn,85635,Landkreis München,Bayern
12064222,Höhenland,16259,Landkreis Märkisch-Oderland,Brandenburg
07131206,Hohenleimbach,56746,Landkreis Ahrweiler,Rheinland-Pfalz
12062240,Hohenleipisch,04934,Landkreis Elbe-Elster,Brandenburg
16076029,Hohenleuben,07958,Landkreis Greiz,Thüringen
09175123,Hohenlinden,85664,Landkreis Ebersberg,Bayern
01061042,Hohenlockstedt,25551,Kreis Steinburg,Schleswig-Holstein
13071065,Hohenmocker,17111,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
15084235,Hohenmölsen,06679,Burgenlandkreis,Sachsen-Anhalt
12065144,Hohen Neuendorf,16540,Landkreis Oberhavel,Brandenburg
12065144,Hohen Neuendorf,16556,Landkreis Oberhavel,Brandenburg
12065144,Hohen Neuendorf,16562,Landkreis Oberhavel,Brandenburg
07336043,Hohenöllen,67744,Landkreis Kusel,Rheinland-Pfalz
09190130,Hohenpeißenberg,82383,Landkreis Weilheim-Schongau,Bayern
09177121,Hohenpolding,84432,Landkreis Erding,Bayern
13076062,Hohen Pritz,19406,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
06632010,Hohenroda,36284,Landkreis Hersfeld-Rotenburg,Hessen
09673135,Hohenroth,97618,Landkreis Rhön-Grabfeld,Bayern
12073309,Hohenselchow-Groß Pinnow,16306,Landkreis Uckermark,Brandenburg
13072046,Hohen Sprenz,18299,Landkreis Rostock,Mecklenburg-Vorpommern
08117031,Hohenstadt,73345,Landkreis Göppingen,Baden-Württemberg
06439006,Hohenstein,65329,Rheingau-Taunus-Kreis,Hessen
16062062,Hohenstein,99755,Landkreis Nordhausen,Thüringen
08415090,Hohenstein,72531,Landkreis Reutlingen,Baden-Württemberg
14524120,Hohenstein-Ernstthal,09337,Landkreis Zwickau,Sachsen
07331041,Hohen-Sülzen,67591,Landkreis Alzey-Worms,Rheinland-Pfalz
08437053,Hohentengen,88367,Landkreis Sigmaringen,Baden-Württemberg
08337053,Hohentengen am Hochrhein,79801,Landkreis Waldshut,Baden-Württemberg
09274141,Hohenthann,84098,Landkreis Landshut,Bayern
13074031,Hohen Viecheln,23996,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
13071063,Hohen Wangelin,17194,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
09186128,Hohenwart,86558,Landkreis Pfaffenhofen an der Ilm,Bayern
16073035,Hohenwarte,07338,Landkreis Saalfeld-Rudolstadt,Thüringen
09372135,Hohenwarth,93480,Landkreis Cham,Bayern
01058077,Hohenwestedt,24594,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
13071066,Hohenzieritz,17237,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
16061049,Hohes Kreuz,37308,Landkreis Eichsfeld,Thüringen
07340024,Höhfröschen,66989,Landkreis Südwestpfalz,Rheinland-Pfalz
01058078,Hohn,24806,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
07143242,Höhn,56462,Westerwaldkreis,Rheinland-Pfalz
14521290,Hohndorf,09394,Erzgebirgskreis,Sachsen
01057028,Höhndorf,24217,Kreis Plön,Schleswig-Holstein
03351015,Hohne,29362,Landkreis Celle,Niedersachsen
03257016,Hohnhorst,31559,Landkreis Schaumburg,Niedersachsen
14628190,Hohnstein,01848,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
03355019,Hohnstorf (Elbe),21522,Landkreis Lüneburg,Niedersachsen
07143032,Höhr-Grenzhausen,56203,Westerwaldkreis,Rheinland-Pfalz
01057030,Hohwacht,24321,Kreis Plön,Schleswig-Holstein
01062035,Hoisdorf,22955,Kreis Stormarn,Schleswig-Holstein
01062035,Hoisdorf,22961,Kreis Stormarn,Schleswig-Holstein
03460005,Holdorf,49451,Landkreis Vechta,Niedersachsen
13074033,Holdorf,19205,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
13074033,Holdorf,19217,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
03255021,Holenberg,37642,Landkreis Holzminden,Niedersachsen
13071067,Holldorf,17094,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
03254022,Holle,31188,Landkreis Hildesheim,Niedersachsen
09771140,Hollenbach,86568,Landkreis Aichach-Friedberg,Bayern
01053054,Hollenbek,23883,Kreis Herzogtum Lauenburg,Schleswig-Holstein
03353019,Hollenstedt,21279,Landkreis Harburg,Niedersachsen
07143033,Holler,56412,Westerwaldkreis,Rheinland-Pfalz
03359026,Hollern-Twielenfleth,21723,Landkreis Stade,Niedersachsen
09472154,Hollfeld,96142,Landkreis Bayreuth,Bayern
01051053,Hollingstedt,25788,Kreis Dithmarschen,Schleswig-Holstein
01059039,Hollingstedt,24876,Kreis Schleswig-Flensburg,Schleswig-Holstein
07140055,Hollnich,56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
03352024,Hollnseth,21769,Landkreis Cuxhaven,Niedersachsen
09673136,Hollstadt,97618,Landkreis Rhön-Grabfeld,Bayern
01056028,Holm,25488,Kreis Pinneberg,Schleswig-Holstein
01054048,Holm,25923,Kreis Nordfriesland,Schleswig-Holstein
03356004,Holste,27729,Landkreis Osterholz,Niedersachsen
01061043,Holstenniendorf,25584,Kreis Steinburg,Schleswig-Holstein
07232053,Holsthum,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
01059124,Holt,24994,Kreis Schleswig-Flensburg,Schleswig-Holstein
03462006,Holtgast,26427,Landkreis Wittmund,Niedersachsen
13076063,Holthusen,19075,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
03457011,Holtland,26835,Landkreis Leer,Niedersachsen
01058080,Holtsee,24363,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
07141059,Holzappel,56379,Rhein-Lahn-Kreis,Rheinland-Pfalz
07140056,Holzbach,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
01058081,Holzbunge,24361,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
01058082,Holzdorf,24364,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
03255022,Holzen,37632,Landkreis Holzminden,Niedersachsen
07235050,Holzerath,54316,Landkreis Trier-Saarburg,Rheinland-Pfalz
08115024,Holzgerlingen,71088,Landkreis Böblingen,Baden-Württemberg
09778151,Holzgünz,87752,Landkreis Unterallgäu,Bayern
07141060,Holzhausen an der Haide,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz
07141061,Holzheim,65558,Rhein-Lahn-Kreis,Rheinland-Pfalz
09775126,Holzheim,89291,Landkreis Neu-Ulm,Bayern
09773140,Holzheim,89438,Landkreis Dillingen an der Donau,Bayern
09779163,Holzheim,86684,Landkreis Donau-Ries,Bayern
09375153,Holzheim a.Forst,93183,Landkreis Regensburg,Bayern
08425062,Holzkirch,89183,Alb-Donau-Kreis,Baden-Württemberg
09679149,Holzkirchen,97292,Landkreis Würzburg,Bayern
09182120,Holzkirchen,83607,Landkreis Miesbach,Bayern
08116029,Holzmaden,73271,Landkreis Esslingen,Baden-Württemberg
03255023,Holzminden,37603,Landkreis Holzminden,Niedersachsen
16065038,Holzsußra,99713,Kyffhäuserkreis,Thüringen
05978016,Holzwickede,59439,Kreis Unna,Nordrhein-Westfalen
06634009,Homberg,34576,Schwalm-Eder-Kreis,Hessen
07143244,Homberg,56479,Westerwaldkreis,Rheinland-Pfalz
07336044,Homberg,67742,Landkreis Kusel,Rheinland-Pfalz
07336044,Homberg,67744,Landkreis Kusel,Rheinland-Pfalz
07141058,Hömberg,56379,Rhein-Lahn-Kreis,Rheinland-Pfalz
06535009,Homberg (Ohm),35315,Vogelsbergkreis,Hessen
10045114,Homburg,66424,Saarpfalz-Kreis,Saarland
07232054,Hommerdingen,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07131032,Honerath,53518,Landkreis Ahrweiler,Rheinland-Pfalz
01057031,Honigsee,24211,Kreis Plön,Schleswig-Holstein
07131029,Hönningen,53506,Landkreis Ahrweiler,Rheinland-Pfalz
07231057,Hontheim,54538,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
03456009,Hoogstede,49846,Landkreis Grafschaft Bentheim,Niedersachsen
13076064,Hoort,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
09777135,Hopferau,87659,Landkreis Ostallgäu,Bayern
08225039,Höpfingen,74746,Neckar-Odenwald-Kreis,Baden-Württemberg
12064227,Hoppegarten,15366,Landkreis Märkisch-Oderland,Brandenburg
13072048,Hoppenrade,18292,Landkreis Rostock,Mecklenburg-Vorpommern
07336045,Hoppstädten,67744,Landkreis Kusel,Rheinland-Pfalz
07134042,Hoppstädten-Weiersbach,55768,Landkreis Birkenfeld,Rheinland-Pfalz
05566020,Hopsten,48496,Kreis Steinfurt,Nordrhein-Westfalen
07231058,Horath,54497,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
07143034,Horbach,56412,Westerwaldkreis,Rheinland-Pfalz
07340025,Horbach,66851,Landkreis Südwestpfalz,Rheinland-Pfalz
07133047,Horbach,55606,Landkreis Bad Kreuznach,Rheinland-Pfalz
08237040,Horb am Neckar,72160,Landkreis Freudenstadt,Baden-Württemberg
08315056,Horben,79289,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
07134043,Horbruch,55483,Landkreis Birkenfeld,Rheinland-Pfalz
03159020,Hörden am Harz,37412,Landkreis Göttingen,Niedersachsen
07334011,Hördt,76771,Landkreis Germersheim,Rheinland-Pfalz
09772159,Horgau,86497,Landkreis Augsburg,Bayern
08436095,Horgenzell,88263,Landkreis Ravensburg,Baden-Württemberg
09178132,Hörgertshausen,85413,Landkreis Freising,Bayern
07141062,Horhausen,56379,Rhein-Lahn-Kreis,Rheinland-Pfalz
07132055,Horhausen (Westerwald),56593,Landkreis Altenkirchen,Rheinland-Pfalz
07333030,Höringen,67724,Donnersbergkreis,Rheinland-Pfalz
14626200,Horka,02923,Landkreis Görlitz,Sachsen
07140058,Horn,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
07340211,Hornbach,66500,Landkreis Südwestpfalz,Rheinland-Pfalz
05766032,Horn-Bad Meinberg,32805,Kreis Lippe,Nordrhein-Westfalen
01053056,Hornbek,21514,Kreis Herzogtum Lauenburg,Schleswig-Holstein
08317051,Hornberg,78132,Ortenaukreis,Baden-Württemberg
03359027,Horneburg,21640,Landkreis Stade,Niedersachsen
16064027,Hornsömmern,99955,Unstrut-Hainich-Kreis,Thüringen
13074034,Hornstorf,23970,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
13074034,Hornstorf,23974,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
01054046,Hörnum (Sylt),25997,Kreis Nordfriesland,Schleswig-Holstein
07233216,Horperath,56766,Landkreis Vulkaneifel,Rheinland-Pfalz
07339029,Horrweiler,55457,Landkreis Mainz-Bingen,Rheinland-Pfalz
07336046,Horschbach,66887,Landkreis Kusel,Rheinland-Pfalz
07233031,Hörscheid,54552,Landkreis Vulkaneifel,Rheinland-Pfalz
07233032,Hörschhausen,54552,Landkreis Vulkaneifel,Rheinland-Pfalz
16067088,Hörsel,99869,Landkreis Gotha,Thüringen
16067088,Hörsel,99880,Landkreis Gotha,Thüringen
16063098,Hörselberg-Hainich,99820,Wartburgkreis,Thüringen
01061044,Horst,25358,Kreis Steinburg,Schleswig-Holstein
01053057,Horst,23883,Kreis Herzogtum Lauenburg,Schleswig-Holstein
03357028,Horstedt,27367,Landkreis Rotenburg (Wümme),Niedersachsen
01054052,Horstedt,25860,Kreis Nordfriesland,Schleswig-Holstein
05566016,Hörstel,48477,Kreis Steinfurt,Nordrhein-Westfalen
01058075,Hörsten,24797,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
05566024,Horstmar,48612,Kreis Steinfurt,Nordrhein-Westfalen
01059123,Hörup,24980,Kreis Schleswig-Flensburg,Schleswig-Holstein
09671130,Hösbach,63768,Landkreis Aschaffenburg,Bayern
06631014,Hosenfeld,36154,Landkreis Fulda,Hessen
09187145,Höslwang,83129,Landkreis Rosenheim,Bayern
08436047,Hoßkirch,88374,Landkreis Ravensburg,Baden-Württemberg
07232055,Hosten,54664,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
15083320,Hötensleben,39393,Landkreis Börde,Sachsen-Anhalt
07134044,Hottenbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz
09577141,Höttingen,91798,Landkreis Weißenburg-Gunzenhausen,Bayern
01051052,Hövede,25782,Kreis Dithmarschen,Schleswig-Holstein
05774024,Hövelhof,33161,Kreis Paderborn,Nordrhein-Westfalen
07132054,Hövels,57537,Landkreis Altenkirchen,Rheinland-Pfalz
05762020,Höxter,37671,Kreis Höxter,Nordrhein-Westfalen
03256014,Hoya,27318,Landkreis Nienburg/Weser,Niedersachsen
03256015,Hoyerhagen,27318,Landkreis Nienburg/Weser,Niedersachsen
14625240,Hoyerswerda - Wojerecy,02977,Landkreis Bautzen,Sachsen
07143036,Hübingen,56412,Westerwaldkreis,Rheinland-Pfalz
07143245,Hüblingen,56479,Westerwaldkreis,Rheinland-Pfalz
05370020,Hückelhoven,41836,Kreis Heinsberg,Nordrhein-Westfalen
05374016,Hückeswagen,42499,Oberbergischer Kreis,Nordrhein-Westfalen
01054054,Hude,25876,Kreis Nordfriesland,Schleswig-Holstein
03251020,Hüde,49448,Landkreis Diepholz,Niedersachsen
03458010,Hude (Oldenburg),27798,Landkreis Oldenburg,Niedersachsen
07133048,Hüffelsheim,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz
08225042,Hüffenhardt,74928,Neckar-Odenwald-Kreis,Baden-Württemberg
07336047,Hüffler,66909,Landkreis Kusel,Rheinland-Pfalz
08326027,Hüfingen,78183,Schwarzwald-Baar-Kreis,Baden-Württemberg
08216022,Hügelsheim,76549,Landkreis Rastatt,Baden-Württemberg
09190131,Huglfing,82386,Landkreis Weilheim-Schongau,Bayern
13073039,Hugoldsdorf,18465,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
09779167,Huisheim,86685,Landkreis Donau-Ries,Bayern
01061045,Huje,25588,Kreis Steinburg,Schleswig-Holstein
08415039,Hülben,72584,Landkreis Reutlingen,Baden-Württemberg
05770016,Hüllhorst,32609,Kreis Minden-Lübbecke,Nordrhein-Westfalen
13076065,Hülseburg,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
03257017,Hülsede,31867,Landkreis Schaumburg,Niedersachsen
07131033,Hümmel,53520,Landkreis Ahrweiler,Rheinland-Pfalz
01058084,Hummelfeld,24357,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
16074042,Hummelshain,07768,Saale-Holzland-Kreis,Thüringen
09472155,Hummeltal,95503,Landkreis Bayreuth,Bayern
07138030,Hümmerich,53547,Landkreis Neuwied,Rheinland-Pfalz
01054055,Humptrup,25923,Kreis Nordfriesland,Schleswig-Holstein
09278139,Hunderdorf,94336,Landkreis Straubing-Bogen,Bayern
16076033,Hundhaupten,07557,Landkreis Greiz,Thüringen
09271126,Hunding,94551,Landkreis Deggendorf,Bayern
07143037,Hundsangen,56414,Westerwaldkreis,Rheinland-Pfalz
07133049,Hundsbach,55621,Landkreis Bad Kreuznach,Rheinland-Pfalz
07143038,Hundsdorf,56235,Westerwaldkreis,Rheinland-Pfalz
06631015,Hünfeld,36088,Landkreis Fulda,Hessen
06533008,Hünfelden,65597,Landkreis Limburg-Weilburg,Hessen
06531008,Hungen,35410,Landkreis Gießen,Hessen
07140060,Hungenroth,56281,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
06439007,Hünstetten,65510,Rheingau-Taunus-Kreis,Hessen
05170016,Hünxe,46569,Kreis Wesel,Nordrhein-Westfalen
07141063,Hunzel,56355,Rhein-Lahn-Kreis,Rheinland-Pfalz
07231062,Hupperath,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
09181126,Hurlach,86857,Landkreis Landsberg am Lech,Bayern
05358016,Hürtgenwald,52393,Kreis Düren,Nordrhein-Westfalen
05362028,Hürth,50354,Rhein-Erft-Kreis,Nordrhein-Westfalen
01059126,Hürup,24975,Kreis Schleswig-Flensburg,Schleswig-Holstein
01059127,Husby,24975,Kreis Schleswig-Flensburg,Schleswig-Holstein
01059041,Hüsby,24850,Kreis Schleswig-Flensburg,Schleswig-Holstein
03256016,Husum,31632,Landkreis Nienburg/Weser,Niedersachsen
01054056,Husum,25813,Kreis Nordfriesland,Schleswig-Holstein
07335016,Hütschenhausen,66882,Landkreis Kaiserslautern,Rheinland-Pfalz
01060042,Hüttblek,24641,Kreis Segeberg,Schleswig-Holstein
01058083,Hütten,24358,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
07232056,Hütten,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
06532014,Hüttenberg,35625,Lahn-Dill-Kreis,Hessen
07232057,Hütterscheid,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09275128,Hutthurm,94116,Landkreis Passau,Bayern
07232058,Hüttingen an der Kyll,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07232059,Hüttingen bei Lahr,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
08425064,Hüttisheim,89185,Alb-Donau-Kreis,Baden-Württemberg
08136033,Hüttlingen,73434,Ostalbkreis,Baden-Württemberg
08136033,Hüttlingen,73453,Ostalbkreis,Baden-Württemberg
08136033,Hüttlingen,73460,Ostalbkreis,Baden-Württemberg
03454023,Hüven,49751,Landkreis Emsland,Niedersachsen
15085185,Huy,38836,Landkreis Harz,Sachsen-Anhalt
15085185,Huy,38838,Landkreis Harz,Sachsen-Anhalt
08337059,Ibach,79837,Landkreis Waldshut,Baden-Württemberg
05566028,Ibbenbüren,49477,Kreis Steinfurt,Nordrhein-Westfalen
05566028,Ibbenbüren,49479,Kreis Steinfurt,Nordrhein-Westfalen
09774143,Ichenhausen,89335,Landkreis Günzburg,Bayern
09173130,Icking,82057,Landkreis Bad Tölz-Wolfratshausen,Bayern
07134045,Idar-Oberstein,55743,Landkreis Birkenfeld,Rheinland-Pfalz
07132056,Idelberg,57612,Landkreis Altenkirchen,Rheinland-Pfalz
15090270,Iden,39606,Landkreis Stendal,Sachsen-Anhalt
07232060,Idenheim,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07232061,Idesheim,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
01059042,Idstedt,24879,Kreis Schleswig-Flensburg,Schleswig-Holstein
06439008,Idstein,65510,Rheingau-Taunus-Kreis,Hessen
09190132,Iffeldorf,82393,Landkreis Weilheim-Schongau,Bayern
08216023,Iffezheim,76473,Landkreis Rastatt,Baden-Württemberg
07235051,Igel,54298,Landkreis Trier-Saarburg,Rheinland-Pfalz
09474140,Igensdorf,91338,Landkreis Forchheim,Bayern
08128058,Igersheim,97999,Main-Tauber-Kreis,Baden-Württemberg
09271127,Iggensbach,94547,Landkreis Deggendorf,Bayern
08136034,Iggingen,73574,Ostalbkreis,Baden-Württemberg
09181127,Igling,86859,Landkreis Landsberg am Lech,Bayern
03352025,Ihlienworth,21775,Landkreis Cuxhaven,Niedersachsen
12072157,Ihlow,15936,Landkreis Teltow-Fläming,Brandenburg
03452012,Ihlow,26632,Landkreis Aurich,Niedersachsen
08315059,Ihringen,79241,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
09273133,Ihrlerstein,93346,Landkreis Kelheim,Bayern
15089185,Ilberstedt,06408,Salzlandkreis,Sachsen-Anhalt
07333031,Ilbesheim,67294,Donnersbergkreis,Rheinland-Pfalz
07337042,Ilbesheim bei Landau in der Pfalz,76831,Landkreis Südliche Weinstraße,Rheinland-Pfalz
07135042,Illerich,56814,Landkreis Cochem-Zell,Rheinland-Pfalz
08425137,Illerkirchberg,89171,Alb-Donau-Kreis,Baden-Württemberg
08425066,Illerrieden,89186,Alb-Donau-Kreis,Baden-Württemberg
09775129,Illertissen,89257,Landkreis Neu-Ulm,Bayern
09575133,Illesheim,91471,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
08236028,Illingen,75428,Enzkreis,Baden-Württemberg
10043112,Illingen,66557,Landkreis Neunkirchen,Saarland
08437056,Illmensee,88636,Landkreis Sigmaringen,Baden-Württemberg
09371131,Illschwang,92278,Landkreis Amberg-Sulzbach,Bayern
16070029,Ilmenau,98693,Ilm-Kreis,Thüringen
16070029,Ilmenau,98694,Ilm-Kreis,Thüringen
09186130,Ilmmünster,85304,Landkreis Pfaffenhofen an der Ilm,Bayern
16071101,Ilmtal-Weinstraße,99510,Landkreis Weimarer Land,Thüringen
03157009,Ilsede,31241,Landkreis Peine,Niedersachsen
03157009,Ilsede,31246,Landkreis Peine,Niedersachsen
15085190,Ilsenburg,38871,Landkreis Harz,Sachsen-Anhalt
08125046,Ilsfeld,74360,Landkreis Heilbronn,Baden-Württemberg
08127043,Ilshofen,74532,Landkreis Schwäbisch Hall,Baden-Württemberg
08226036,Ilvesheim,68549,Rhein-Neckar-Kreis,Baden-Württemberg
08327025,Immendingen,78194,Landkreis Tuttlingen,Baden-Württemberg
06633014,Immenhausen,34376,Landkreis Kassel,Hessen
09377127,Immenreuth,95505,Landkreis Tirschenreuth,Bayern
08435024,Immenstaad am Bodensee,88090,Bodenseekreis,Baden-Württemberg
09780124,Immenstadt im Allgäu,87509,Landkreis Oberallgäu,Bayern
01051054,Immenstedt,25767,Kreis Dithmarschen,Schleswig-Holstein
01054057,Immenstedt,25885,Kreis Nordfriesland,Schleswig-Holstein
07233034,Immerath,54552,Landkreis Vulkaneifel,Rheinland-Pfalz
07231064,Immert,54426,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
07333032,Immesheim,67308,Donnersbergkreis,Rheinland-Pfalz
07337043,Impflingen,76831,Landkreis Südliche Weinstraße,Rheinland-Pfalz
07333033,Imsbach,67725,Donnersbergkreis,Rheinland-Pfalz
07333033,Imsbach,67808,Donnersbergkreis,Rheinland-Pfalz
07333033,Imsbach,67817,Donnersbergkreis,Rheinland-Pfalz
07333034,Imsweiler,67806,Donnersbergkreis,Rheinland-Pfalz
07333034,Imsweiler,67808,Donnersbergkreis,Rheinland-Pfalz
09771141,Inchenhofen,86570,Landkreis Aichach-Friedberg,Bayern
05358020,Inden,52459,Kreis Düren,Nordrhein-Westfalen
07132057,Ingelbach,57610,Landkreis Altenkirchen,Rheinland-Pfalz
08126039,Ingelfingen,74653,Hohenlohekreis,Baden-Württemberg
07339030,Ingelheim am Rhein,55218,Landkreis Mainz-Bingen,Rheinland-Pfalz
07339030,Ingelheim am Rhein,55262,Landkreis Mainz-Bingen,Rheinland-Pfalz
07339030,Ingelheim am Rhein,55263,Landkreis Mainz-Bingen,Rheinland-Pfalz
07232062,Ingendorf,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09190133,Ingenried,86980,Landkreis Weilheim-Schongau,Bayern
08118077,Ingersheim,74379,Landkreis Ludwigsburg,Baden-Württemberg
15083323,Ingersleben,39343,Landkreis Börde,Sachsen-Anhalt
08426062,Ingoldingen,88456,Landkreis Biberach,Baden-Württemberg
09161000,Ingolstadt,85049,,Bayern
09161000,Ingolstadt,85051,,Bayern
09161000,Ingolstadt,85053,,Bayern
09161000,Ingolstadt,85055,,Bayern
09161000,Ingolstadt,85057,,Bayern
09272128,Innernzell,94548,Landkreis Freyung-Grafenau,Bayern
09188126,Inning am Ammersee,82266,Landkreis Starnberg,Bayern
09177122,Inning am Holz,84416,Landkreis Erding,Bayern
13073040,Insel Hiddensee,18565,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
13074035,Insel Poel,23999,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
07337044,Insheim,76865,Landkreis Südliche Weinstraße,Rheinland-Pfalz
09571169,Insingen,91610,Landkreis Ansbach,Bayern
07131034,Insul,53520,Landkreis Ahrweiler,Rheinland-Pfalz
09189124,Inzell,83334,Landkreis Traunstein,Bayern
08437059,Inzigkofen,72514,Landkreis Sigmaringen,Baden-Württemberg
08336043,Inzlingen,79594,Landkreis Lörrach,Baden-Württemberg
09675139,Iphofen,97346,Landkreis Kitzingen,Bayern
07133050,Ippenschied,55566,Landkreis Bad Kreuznach,Rheinland-Pfalz
09575134,Ippesheim,97258,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
09575135,Ipsheim,91472,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
09374127,Irchenrieth,92699,Landkreis Neustadt an der Waldnaab,Bayern
09278140,Irlbach,94342,Landkreis Straubing-Bogen,Bayern
07231501,Irmenach,56843,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
07143246,Irmtraut,56479,Westerwaldkreis,Rheinland-Pfalz
08327027,Irndorf,78597,Landkreis Tuttlingen,Baden-Württemberg
07232063,Irrel,54666,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07232245,Irrhausen,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07235052,Irsch,54451,Landkreis Trier-Saarburg,Rheinland-Pfalz
09182123,Irschenberg,83737,Landkreis Miesbach,Bayern
09777139,Irsee,87660,Landkreis Ostallgäu,Bayern
09177123,Isen,84424,Landkreis Erding,Bayern
07138031,Isenburg,56271,Landkreis Neuwied,Rheinland-Pfalz
03151013,Isenbüttel,38550,Landkreis Gifhorn,Niedersachsen
05962024,Iserlohn,58636,Märkischer Kreis,Nordrhein-Westfalen
05962024,Iserlohn,58638,Märkischer Kreis,Nordrhein-Westfalen
05962024,Iserlohn,58640,Märkischer Kreis,Nordrhein-Westfalen
05962024,Iserlohn,58642,Märkischer Kreis,Nordrhein-Westfalen
05962024,Iserlohn,58644,Märkischer Kreis,Nordrhein-Westfalen
03241008,Isernhagen,30916,Region Hannover,Niedersachsen
07132058,Isert,57612,Landkreis Altenkirchen,Rheinland-Pfalz
09184130,Ismaning,85737,Landkreis München,Bayern
08436049,Isny im Allgäu,88316,Landkreis Ravensburg,Baden-Württemberg
08236030,Ispringen,75228,Enzkreis,Baden-Württemberg
07141064,Isselbach,65558,Rhein-Lahn-Kreis,Rheinland-Pfalz
05554032,Isselburg,46419,Kreis Borken,Nordrhein-Westfalen
09475137,Issigau,95188,Landkreis Hof,Bayern
05154020,Issum,47661,Kreis Kleve,Nordrhein-Westfalen
