ags,ort,plz,landkreis,bundesland
01058131,Rade b. Hohenwestedt,24594,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
14627220,Radeburg,01471,Landkreis Meißen,Sachsen
05374036,Radevormwald,42477,Oberbergischer Kreis,Nordrhein-Westfalen
14625490,Radibor - Radwor,02627,Landkreis Bautzen,Sachsen
08335063,Radolfzell am Bodensee,78315,Landkreis Konstanz,Baden-Württemberg
05554040,Raesfeld,46348,Kreis Borken,Nordrhein-Westfalen
12067397,Ragow-Merz,15848,Landkreis Oder-Spree,Brandenburg
15082301,Raguhn-Jeßnitz,06779,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
15082301,Raguhn-Jeßnitz,06800,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
05770040,Rahden,32369,Kreis Minden-Lübbecke,Nordrhein-Westfalen
09278177,Rain,94369,Landkreis Straubing-Bogen,Bayern
09779201,Rain,86641,Landkreis Donau-Ries,Bayern
08136089,Rainau,73492,Ostalbkreis,Baden-Württemberg
09190144,Raisting,82399,Landkreis Weilheim-Schongau,Bayern
09577163,Raitenbuch,91790,Landkreis Weißenburg-Gunzenhausen,Bayern
14625500,Ralbitz-Rosenthal - Ralbicy-Róžant,01920,Landkreis Bautzen,Sachsen
07235111,Ralingen,54310,Landkreis Trier-Saarburg,Rheinland-Pfalz
13073072,Ralswiek,18528,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
07337064,Ramberg,76829,Landkreis Südliche Weinstraße,Rheinland-Pfalz
07337064,Ramberg,76857,Landkreis Südliche Weinstraße,Rheinland-Pfalz
13073073,Rambin,18573,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
09187164,Ramerberg,83561,Landkreis Rosenheim,Bayern
01051090,Ramhusen,25715,Kreis Dithmarschen,Schleswig-Holstein
13075113,Ramin,17321,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
07336079,Rammelsbach,66887,Landkreis Kusel,Rheinland-Pfalz
14625510,Rammenau,01877,Landkreis Bautzen,Sachsen
08425097,Rammingen,89192,Alb-Donau-Kreis,Baden-Württemberg
09778209,Rammingen,86871,Landkreis Unterallgäu,Bayern
09172129,Ramsau bei Berchtesgaden,83486,Landkreis Berchtesgadener Land,Bayern
07333060,Ramsen,67305,Donnersbergkreis,Rheinland-Pfalz
01054105,Ramstedt,25876,Kreis Nordfriesland,Schleswig-Holstein
07335038,Ramstein-Miesenbach,66877,Landkreis Kaiserslautern,Rheinland-Pfalz
09672142,Ramsthal,97729,Landkreis Bad Kissingen,Bayern
09679175,Randersacker,97236,Landkreis Würzburg,Bayern
12073458,Randowtal,17291,Landkreis Uckermark,Brandenburg
08417051,Rangendingen,72414,Zollernalbkreis,Baden-Württemberg
12072340,Rangsdorf,15834,Landkreis Teltow-Fläming,Brandenburg
16075088,Ranis,07389,Saale-Orla-Kreis,Thüringen
13075114,Rankwitz,17406,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
16071077,Rannstedt,99518,Landkreis Weimarer Land,Thüringen
09672143,Rannungen,97517,Landkreis Bad Kissingen,Bayern
07143062,Ransbach-Baumbach,56235,Westerwaldkreis,Rheinland-Pfalz
07337065,Ranschbach,76829,Landkreis Südliche Weinstraße,Rheinland-Pfalz
06440020,Ranstadt,63691,Wetteraukreis,Hessen
07333061,Ransweiler,67808,Donnersbergkreis,Rheinland-Pfalz
01054106,Rantrum,25873,Kreis Nordfriesland,Schleswig-Holstein
01057065,Rantzau,24321,Kreis Plön,Schleswig-Holstein
01057065,Rantzau,24329,Kreis Plön,Schleswig-Holstein
13073074,Rappin,18528,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
14521500,Raschau-Markersbach,08352,Erzgebirgskreis,Sachsen
07235112,Rascheid,54413,Landkreis Trier-Saarburg,Rheinland-Pfalz
06631022,Rasdorf,36169,Landkreis Fulda,Hessen
08216043,Rastatt,76437,Landkreis Rastatt,Baden-Württemberg
03454042,Rastdorf,26901,Landkreis Emsland,Niedersachsen
03451005,Rastede,26180,Landkreis Ammerland,Niedersachsen
16068042,Rastenberg,99636,Landkreis Sömmerda,Thüringen
01057066,Rastorf,24211,Kreis Plön,Schleswig-Holstein
13076118,Rastow,19077,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
01055035,Ratekau,23611,Kreis Ostholstein,Schleswig-Holstein
01055035,Ratekau,23626,Kreis Ostholstein,Schleswig-Holstein
01055035,Ratekau,23669,Kreis Ostholstein,Schleswig-Holstein
01055035,Ratekau,23689,Kreis Ostholstein,Schleswig-Holstein
14628310,Rathen,01824,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
12063252,Rathenow,14712,Landkreis Havelland,Brandenburg
01057067,Rathjensdorf,24306,Kreis Plön,Schleswig-Holstein
14628320,Rathmannsdorf,01814,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
07333201,Rathskirchen,67744,Donnersbergkreis,Rheinland-Pfalz
07336081,Rathsweiler,66887,Landkreis Kusel,Rheinland-Pfalz
05158028,Ratingen,40472,Kreis Mettmann,Nordrhein-Westfalen
05158028,Ratingen,40878,Kreis Mettmann,Nordrhein-Westfalen
05158028,Ratingen,40880,Kreis Mettmann,Nordrhein-Westfalen
05158028,Ratingen,40882,Kreis Mettmann,Nordrhein-Westfalen
05158028,Ratingen,40883,Kreis Mettmann,Nordrhein-Westfalen
05158028,Ratingen,40885,Kreis Mettmann,Nordrhein-Westfalen
08417052,Ratshausen,72365,Zollernalbkreis,Baden-Württemberg
09471174,Rattelsdorf,96179,Landkreis Bamberg,Bayern
16074071,Rattelsdorf,07646,Saale-Holzland-Kreis,Thüringen
09278178,Rattenberg,94371,Landkreis Straubing-Bogen,Bayern
09183138,Rattenkirchen,84431,Landkreis Mühldorf am Inn,Bayern
09278179,Rattiszell,94372,Landkreis Straubing-Bogen,Bayern
01053100,Ratzeburg,23909,Kreis Herzogtum Lauenburg,Schleswig-Holstein
07138058,Ratzert,57614,Landkreis Neuwied,Rheinland-Pfalz
03360016,Rätzlingen,29590,Landkreis Uelzen,Niedersachsen
07138059,Raubach,56316,Landkreis Neuwied,Rheinland-Pfalz
09187165,Raubling,83064,Landkreis Rosenheim,Bayern
16074072,Rauda,07613,Saale-Holzland-Kreis,Thüringen
12067408,Rauen,15518,Landkreis Oder-Spree,Brandenburg
08226065,Rauenberg,69231,Rhein-Neckar-Kreis,Baden-Württemberg
09674187,Rauhenebrach,96181,Landkreis Haßberge,Bayern
07133081,Raumbach,55592,Landkreis Bad Kreuznach,Rheinland-Pfalz
06433010,Raunheim,65479,Kreis Groß-Gerau,Hessen
06534017,Rauschenberg,35282,Landkreis Marburg-Biedenkopf,Hessen
16074073,Rauschwitz,07616,Saale-Holzland-Kreis,Thüringen
01062058,Rausdorf,22929,Kreis Stormarn,Schleswig-Holstein
16074074,Rausdorf,07646,Saale-Holzland-Kreis,Thüringen
07140119,Ravengiersburg,55471,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
08436064,Ravensburg,88212,Landkreis Ravensburg,Baden-Württemberg
08436064,Ravensburg,88213,Landkreis Ravensburg,Baden-Württemberg
08436064,Ravensburg,88214,Landkreis Ravensburg,Baden-Württemberg
08225114,Ravenstein,74747,Neckar-Odenwald-Kreis,Baden-Württemberg
07140120,Raversbeuren,56850,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
07140121,Rayerschied,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
07131068,Rech,53506,Landkreis Ahrweiler,Rheinland-Pfalz
08117038,Rechberghausen,73098,Landkreis Göppingen,Baden-Württemberg
14522470,Rechenberg-Bienenmühle,09623,Landkreis Mittelsachsen,Sachsen
13071122,Rechlin,17248,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
09677172,Rechtenbach,97848,Landkreis Main-Spessart,Bayern
08425098,Rechtenstein,89611,Alb-Donau-Kreis,Baden-Württemberg
09183139,Rechtmehring,83562,Landkreis Mühldorf am Inn,Bayern
03452022,Rechtsupweg,26529,Landkreis Aurich,Niedersachsen
05566072,Recke,49509,Kreis Steinfurt,Nordrhein-Westfalen
09471175,Reckendorf,96182,Landkreis Bamberg,Bayern
07141113,Reckenroth,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz
07140122,Reckershausen,55481,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
05562032,Recklinghausen,45657,Kreis Recklinghausen,Nordrhein-Westfalen
05562032,Recklinghausen,45659,Kreis Recklinghausen,Nordrhein-Westfalen
05562032,Recklinghausen,45661,Kreis Recklinghausen,Nordrhein-Westfalen
05562032,Recklinghausen,45663,Kreis Recklinghausen,Nordrhein-Westfalen
05562032,Recklinghausen,45665,Kreis Recklinghausen,Nordrhein-Westfalen
13072083,Reddelich,18209,Landkreis Rostock,Mecklenburg-Vorpommern
13076119,Redefin,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
09576137,Rednitzhembach,91126,Landkreis Roth,Bayern
09478155,Redwitz a.d.Rodach,96257,Landkreis Lichtenfels,Bayern
05154044,Rees,46459,Kreis Kleve,Nordrhein-Westfalen
01058133,Reesdorf,24241,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
03357037,Reeßum,27367,Landkreis Rotenburg (Wümme),Niedersachsen
09276138,Regen,94209,Landkreis Regen,Bayern
09362000,Regensburg,93047,,Bayern
09362000,Regensburg,93049,,Bayern
09362000,Regensburg,93051,,Bayern
09362000,Regensburg,93053,,Bayern
09362000,Regensburg,93055,,Bayern
09362000,Regensburg,93057,,Bayern
09362000,Regensburg,93059,,Bayern
09375190,Regenstauf,93128,Landkreis Regensburg,Bayern
03353028,Regesbostel,21649,Landkreis Harburg,Niedersachsen
14729360,Regis-Breitingen,04565,Landkreis Leipzig,Sachsen
09475161,Regnitzlosau,95194,Landkreis Hof,Bayern
09475162,Rehau,95111,Landkreis Hof,Bayern
07133082,Rehbach,55566,Landkreis Bad Kreuznach,Rheinland-Pfalz
07133083,Rehborn,55592,Landkreis Bad Kreuznach,Rheinland-Pfalz
03256025,Rehburg-Loccum,31547,Landkreis Nienburg/Weser,Niedersachsen
03251030,Rehden,49453,Landkreis Diepholz,Niedersachsen
07143285,Rehe,56479,Westerwaldkreis,Rheinland-Pfalz
01061091,Reher,25593,Kreis Steinburg,Schleswig-Holstein
12064408,Rehfelde,15345,Landkreis Märkisch-Oderland,Brandenburg
01062059,Rehhorst,23619,Kreis Stormarn,Schleswig-Holstein
09771158,Rehling,86508,Landkreis Aichach-Friedberg,Bayern
03355029,Rehlingen,21385,Landkreis Lüneburg,Niedersachsen
10044114,Rehlingen-Siersburg,66780,Landkreis Saarlouis,Saarland
01051092,Rehm-Flehde-Bargen,25776,Kreis Dithmarschen,Schleswig-Holstein
13074065,Rehna,19217,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
07336082,Rehweiler,66907,Landkreis Kusel,Rheinland-Pfalz
07140123,Reich,55471,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
08226066,Reichartshausen,74934,Rhein-Neckar-Kreis,Baden-Württemberg
06440021,Reichelsheim,61203,Wetteraukreis,Hessen
06437013,Reichelsheim (Odenwald),64385,Odenwaldkreis,Hessen
08335066,Reichenau,78479,Landkreis Konstanz,Baden-Württemberg
09372149,Reichenbach,93189,Landkreis Cham,Bayern
09476166,Reichenbach,96358,Landkreis Kronach,Bayern
07134068,Reichenbach,55776,Landkreis Birkenfeld,Rheinland-Pfalz
16074075,Reichenbach,07629,Saale-Holzland-Kreis,Thüringen
14523340,Reichenbach,08468,Vogtlandkreis,Sachsen
14523340,Reichenbach,08491,Vogtlandkreis,Sachsen
14523340,Reichenbach,08499,Vogtlandkreis,Sachsen
08327040,Reichenbach am Heuberg,78564,Landkreis Tuttlingen,Baden-Württemberg
08116058,Reichenbach an der Fils,73262,Landkreis Esslingen,Baden-Württemberg
14626450,Reichenbach/Oberlausitz,02894,Landkreis Görlitz,Sachsen
07335501,Reichenbach-Steegen,66879,Landkreis Kaiserslautern,Rheinland-Pfalz
09679176,Reichenberg,97234,Landkreis Würzburg,Bayern
07141114,Reichenberg,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz
12064417,Reichenow-Möglin,15345,Landkreis Märkisch-Oderland,Brandenburg
09574150,Reichenschwand,91244,Landkreis Nürnberger Land,Bayern
12067413,Reichenwalde,15526,Landkreis Oder-Spree,Brandenburg
09173140,Reichersbeuern,83677,Landkreis Bad Tölz-Wolfratshausen,Bayern
09186146,Reichertshausen,85293,Landkreis Pfaffenhofen an der Ilm,Bayern
09183140,Reichertsheim,84437,Landkreis Mühldorf am Inn,Bayern
09186147,Reichertshofen,85084,Landkreis Pfaffenhofen an der Ilm,Bayern
09181135,Reichling,86934,Landkreis Landsberg am Lech,Bayern
05374040,Reichshof,51580,Oberbergischer Kreis,Nordrhein-Westfalen
16076059,Reichstädt,07580,Landkreis Greiz,Thüringen
07333202,Reichsthal,67759,Donnersbergkreis,Rheinland-Pfalz
07336084,Reichweiler,66871,Landkreis Kusel,Rheinland-Pfalz
07135074,Reidenhausen,56865,Landkreis Cochem-Zell,Rheinland-Pfalz
07340220,Reifenberg,66507,Landkreis Südwestpfalz,Rheinland-Pfalz
07132093,Reiferscheid,57632,Landkreis Altenkirchen,Rheinland-Pfalz
07232297,Reiff,54619,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07133084,Reiffelbach,67829,Landkreis Bad Kreuznach,Rheinland-Pfalz
07131069,Reifferscheid,53520,Landkreis Ahrweiler,Rheinland-Pfalz
07231110,Reil,56861,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
08226068,Reilingen,68799,Rhein-Neckar-Kreis,Baden-Württemberg
07233233,Reimerath,53539,Landkreis Vulkaneifel,Rheinland-Pfalz
13072084,Reimershagen,18276,Landkreis Rostock,Mecklenburg-Vorpommern
09779203,Reimlingen,86756,Landkreis Donau-Ries,Bayern
01062060,Reinbek,21465,Kreis Stormarn,Schleswig-Holstein
01062060,Reinbek,21521,Kreis Stormarn,Schleswig-Holstein
01062061,Reinfeld,23858,Kreis Stormarn,Schleswig-Holstein
06633022,Reinhardshagen,34359,Landkreis Kassel,Hessen
14628330,Reinhardtsdorf-Schöna,01814,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
06432019,Reinheim,64354,Landkreis Darmstadt-Dieburg,Hessen
16061076,Reinholterode,37308,Landkreis Eichsfeld,Thüringen
14522480,Reinsberg,09629,Landkreis Mittelsachsen,Sachsen
14522480,Reinsberg,09634,Landkreis Mittelsachsen,Sachsen
01051093,Reinsbüttel,25764,Kreis Dithmarschen,Schleswig-Holstein
14524250,Reinsdorf,08141,Landkreis Zwickau,Sachsen
16065056,Reinsdorf,06556,Kyffhäuserkreis,Thüringen
07235114,Reinsfeld,54421,Landkreis Trier-Saarburg,Rheinland-Pfalz
16074076,Reinstädt,07768,Saale-Holzland-Kreis,Thüringen
03355030,Reinstorf,21400,Landkreis Lüneburg,Niedersachsen
07232298,Reipeldingen,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07336085,Reipoltskirchen,67753,Landkreis Kusel,Rheinland-Pfalz
09279134,Reisbach,94419,Landkreis Dingolfing-Landau,Bayern
09171129,Reischach,84571,Landkreis Altötting,Bayern
06531016,Reiskirchen,35447,Landkreis Gießen,Hessen
09189139,Reit im Winkl,83242,Landkreis Traunstein,Bayern
12064420,Reitwein,15328,Landkreis Märkisch-Oderland,Brandenburg
07141115,Reitzenhain,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz
05554044,Reken,48734,Kreis Borken,Nordrhein-Westfalen
01056043,Rellingen,25462,Kreis Pinneberg,Schleswig-Holstein
07336086,Relsberg,67753,Landkreis Kusel,Rheinland-Pfalz
07131070,Remagen,53424,Landkreis Ahrweiler,Rheinland-Pfalz
08236071,Remchingen,75196,Enzkreis,Baden-Württemberg
09679177,Remlingen,97280,Landkreis Würzburg,Bayern
03158040,Remlingen-Semmenstedt,38319,Landkreis Wolfenbüttel,Niedersachsen
03158040,Remlingen-Semmenstedt,38327,Landkreis Wolfenbüttel,Niedersachsen
01058134,Remmels,24594,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
16075134,Remptendorf,07368,Saale-Orla-Kreis,Thüringen
05120000,Remscheid,42853,,Nordrhein-Westfalen
05120000,Remscheid,42855,,Nordrhein-Westfalen
05120000,Remscheid,42857,,Nordrhein-Westfalen
05120000,Remscheid,42859,,Nordrhein-Westfalen
05120000,Remscheid,42897,,Nordrhein-Westfalen
05120000,Remscheid,42899,,Nordrhein-Westfalen
14524260,Remse,08373,Landkreis Zwickau,Sachsen
08118081,Remseck am Neckar,71686,Landkreis Ludwigsburg,Baden-Württemberg
08119090,Remshalden,73630,Rems-Murr-Kreis,Baden-Württemberg
08317110,Renchen,77871,Ortenaukreis,Baden-Württemberg
01058135,Rendsburg,24768,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
01057068,Rendswühren,24619,Kreis Plön,Schleswig-Holstein
07138061,Rengsdorf,56579,Landkreis Neuwied,Rheinland-Pfalz
03454043,Renkenberge,49762,Landkreis Emsland,Niedersachsen
03154018,Rennau,38368,Landkreis Helmstedt,Niedersachsen
07143286,Rennerod,56477,Westerwaldkreis,Rheinland-Pfalz
09185153,Rennertshofen,86643,Landkreis Neuburg-Schrobenhausen,Bayern
08115041,Renningen,71272,Landkreis Böblingen,Baden-Württemberg
08327041,Renquishausen,78603,Landkreis Tuttlingen,Baden-Württemberg
16074077,Renthendorf,07646,Saale-Holzland-Kreis,Thüringen
09674190,Rentweinsdorf,96184,Landkreis Haßberge,Bayern
03355031,Reppenstedt,21391,Landkreis Lüneburg,Niedersachsen
13072085,Rerik,18230,Landkreis Rostock,Mecklenburg-Vorpommern
03358018,Rethem (Aller),27336,Landkreis Heidekreis,Niedersachsen
01061092,Rethwisch,25566,Kreis Steinburg,Schleswig-Holstein
01062062,Rethwisch,23847,Kreis Stormarn,Schleswig-Holstein
13072086,Retschow,18211,Landkreis Rostock,Mecklenburg-Vorpommern
09372150,Rettenbach,93191,Landkreis Cham,Bayern
09774174,Rettenbach,89364,Landkreis Günzburg,Bayern
09777183,Rettenbach a.Auerberg,87675,Landkreis Ostallgäu,Bayern
09780137,Rettenberg,87549,Landkreis Oberallgäu,Bayern
07233234,Retterath,56769,Landkreis Vulkaneifel,Rheinland-Pfalz
07132094,Rettersen,57635,Landkreis Altenkirchen,Rheinland-Pfalz
07141116,Rettershain,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz
07141117,Rettert,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz
12063256,Retzow,14641,Landkreis Havelland,Brandenburg
09677175,Retzstadt,97282,Landkreis Main-Spessart,Bayern
07137092,Reudelsterz,56727,Landkreis Mayen-Koblenz,Rheinland-Pfalz
16069037,Reurieth,98646,Landkreis Hildburghausen,Thüringen
01054108,Reußenköge,25821,Kreis Nordfriesland,Schleswig-Holstein
09277140,Reut,84367,Landkreis Rottal-Inn,Bayern
08316036,Reute,79276,Landkreis Emmendingen,Baden-Württemberg
07233235,Reuth,54597,Landkreis Vulkaneifel,Rheinland-Pfalz
09377149,Reuth b.Erbendorf,92717,Landkreis Tirschenreuth,Bayern
08415061,Reutlingen,72760,Landkreis Reutlingen,Baden-Württemberg
08415061,Reutlingen,72762,Landkreis Reutlingen,Baden-Württemberg
08415061,Reutlingen,72764,Landkreis Reutlingen,Baden-Württemberg
08415061,Reutlingen,72766,Landkreis Reutlingen,Baden-Württemberg
08415061,Reutlingen,72768,Landkreis Reutlingen,Baden-Württemberg
08415061,Reutlingen,72770,Landkreis Reutlingen,Baden-Württemberg
03357038,Rhade,27404,Landkreis Rotenburg (Wümme),Niedersachsen
03457018,Rhauderfehn,26817,Landkreis Leer,Niedersachsen
07134069,Rhaunen,55624,Landkreis Birkenfeld,Rheinland-Pfalz
05754028,Rheda-Wiedenbrück,33378,Kreis Gütersloh,Nordrhein-Westfalen
05554048,Rhede,46414,Kreis Borken,Nordrhein-Westfalen
03454044,Rhede (Ems),26899,Landkreis Emsland,Niedersachsen
08317153,Rheinau,77866,Ortenaukreis,Baden-Württemberg
05382048,Rheinbach,53359,Rhein-Sieg-Kreis,Nordrhein-Westfalen
05170032,Rheinberg,47495,Kreis Wesel,Nordrhein-Westfalen
07140125,Rheinböllen,55494,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
07138062,Rheinbreitbach,53619,Landkreis Neuwied,Rheinland-Pfalz
07138063,Rheinbrohl,56598,Landkreis Neuwied,Rheinland-Pfalz
05566076,Rheine,48429,Kreis Steinfurt,Nordrhein-Westfalen
05566076,Rheine,48431,Kreis Steinfurt,Nordrhein-Westfalen
05566076,Rheine,48432,Kreis Steinfurt,Nordrhein-Westfalen
08336069,Rheinfelden (Baden),79618,Landkreis Lörrach,Baden-Württemberg
08316053,Rheinhausen,79365,Landkreis Emmendingen,Baden-Württemberg
08216063,Rheinmünster,77836,Landkreis Rastatt,Baden-Württemberg
12068353,Rheinsberg,16818,Landkreis Ostprignitz-Ruppin,Brandenburg
12068353,Rheinsberg,16831,Landkreis Ostprignitz-Ruppin,Brandenburg
12068353,Rheinsberg,16835,Landkreis Ostprignitz-Ruppin,Brandenburg
12068353,Rheinsberg,16837,Landkreis Ostprignitz-Ruppin,Brandenburg
08215108,Rheinstetten,76287,Landkreis Karlsruhe,Baden-Württemberg
07334024,Rheinzabern,76764,Landkreis Germersheim,Rheinland-Pfalz
07137221,Rhens,56321,Landkreis Mayen-Koblenz,Rheinland-Pfalz
07137221,Rhens,56323,Landkreis Mayen-Koblenz,Rheinland-Pfalz
05154048,Rheurdt,47509,Kreis Kleve,Nordrhein-Westfalen
12063260,Rhinow,14728,Landkreis Havelland,Brandenburg
07337066,Rhodt unter Rietburg,76835,Landkreis Südliche Weinstraße,Rheinland-Pfalz
16066093,Rhönblick,98617,Landkreis Schmalkalden-Meiningen,Thüringen
03159027,Rhumspringe,37434,Landkreis Göttingen,Niedersachsen
03151022,Ribbesbüttel,38551,Landkreis Gifhorn,Niedersachsen
13073075,Ribnitz-Damgarten,18311,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
13073076,Richtenberg,18461,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
08337090,Rickenbach,79736,Landkreis Waldshut,Baden-Württemberg
01058136,Rickert,24782,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
01058136,Rickert,24787,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
01060068,Rickling,24635,Kreis Segeberg,Schleswig-Holstein
09771160,Ried,86510,Landkreis Aichach-Friedberg,Bayern
09674153,Riedbach,97519,Landkreis Haßberge,Bayern
03361010,Riede,27339,Landkreis Verden,Niedersachsen
07340221,Riedelberg,66484,Landkreis Südwestpfalz,Rheinland-Pfalz
09777164,Rieden,87668,Landkreis Ostallgäu,Bayern
07137093,Rieden,56745,Landkreis Mayen-Koblenz,Rheinland-Pfalz
09371146,Rieden,92286,Landkreis Amberg-Sulzbach,Bayern
09777163,Rieden am Forggensee,87669,Landkreis Ostallgäu,Bayern
09672145,Riedenberg,97792,Landkreis Bad Kissingen,Bayern
09273164,Riedenburg,93339,Landkreis Kelheim,Bayern
09679179,Riedenheim,97283,Landkreis Würzburg,Bayern
08415062,Riederich,72585,Landkreis Reutlingen,Baden-Württemberg
09187167,Riedering,83083,Landkreis Rosenheim,Bayern
08436067,Riedhausen,88377,Landkreis Ravensburg,Baden-Württemberg
08426097,Riedlingen,88499,Landkreis Biberach,Baden-Württemberg
06433011,Riedstadt,64560,Kreis Groß-Gerau,Hessen
08316037,Riegel,79359,Landkreis Emmendingen,Baden-Württemberg
10041517,Riegelsberg,66292,Regionalverband Saarbrücken,Saarland
07140126,Riegenroth,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
09180128,Riegsee,82418,Landkreis Garmisch-Partenkirchen,Bayern
09375191,Riekofen,93104,Landkreis Regensburg,Bayern
08335100,Rielasingen-Worblingen,78239,Landkreis Konstanz,Baden-Württemberg
09677177,Rieneck,97794,Landkreis Main-Spessart,Bayern
13074066,Rieps,19217,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
01055036,Riepsdorf,23738,Kreis Ostholstein,Schleswig-Holstein
14627230,Riesa,01587,Landkreis Meißen,Sachsen
14627230,Riesa,01589,Landkreis Meißen,Sachsen
14627230,Riesa,01591,Landkreis Meißen,Sachsen
14627230,Riesa,01594,Landkreis Meißen,Sachsen
08136087,Riesbürg,73469,Ostalbkreis,Baden-Württemberg
07340222,Rieschweiler-Mühlbach,66509,Landkreis Südwestpfalz,Rheinland-Pfalz
01058137,Rieseby,24354,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
03459031,Rieste,49597,Landkreis Osnabrück,Niedersachsen
07140127,Riesweiler,55499,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
05754032,Rietberg,33397,Kreis Gütersloh,Nordrhein-Westfalen
08327056,Rietheim-Weilheim,78604,Landkreis Tuttlingen,Baden-Württemberg
